"4818805.0","149-153 HELLER PKWY, Newark, NJ, ","Match","Exact","149 HELLER PKWY, NEWARK, NJ, 07104","-74.17167,40.777298","63454929","R"
"4280682.0","671 N 6TH ST, Newark, NJ, ","Match","Non_Exact","671 N 6TH ST, NEWARK, NJ, 07107","-74.179924,40.772324","63454774","R"
"4281832.0","34-38 VAN NESS PL, Newark, NJ, ","Match","Exact","34 VAN NESS PL, NEWARK, NJ, 07108","-74.20622,40.721626","63496047","L"
"4527871.0","38-40 ELLIOT ST, Newark, NJ, ","Match","Non_Exact","38 ELLIOTT ST, NEWARK, NJ, 07104","-74.16119,40.774918","63455011","L"
"4815245.0","60 COLUMBIA AVE, Newark, NJ, ","Match","Exact","60 COLUMBIA AVE, NEWARK, NJ, 07106","-74.2196,40.74308","63464252","L"
"4535304.0","93 SUNSET AVE, Newark, NJ, ","Match","Exact","93 SUNSET AVE, NEWARK, NJ, 07106","-74.22635,40.743046","63464171","R"
"4529253.0","193 ELWOOD AVE E, Newark, NJ, ","Match","Exact","193 ELWOOD AVE E, NEWARK, NJ, 07104","-74.167595,40.773968","63455018","R"
"4809337.0","12 2ND ST, Newark, NJ, ","Match","Exact","12 2ND ST, NEWARK, NJ, 07107","-74.19031,40.746365","63465713","L"
"4281177.0","478 S 14TH ST, Newark, NJ, ","Tie"
"4534154.0","753-755 HIGHLAND AVE, Newark, NJ, ","Match","Exact","753 HIGHLAND AVE, NEWARK, NJ, 07104","-74.1666,40.782356","63454550","R"
"4531512.0","10-12 MILLINGTON AVE, Newark, NJ, ","Match","Exact","10 MILLINGTON AVE, NEWARK, NJ, 07108","-74.20731,40.719868","63466020","L"
"4814238.0","177 WALNUT ST, Newark, NJ, ","Match","Exact","177 WALNUT ST, NEWARK, NJ, 07105","-74.16672,40.72807","63468274","L"
"4812593.0","12 2ND ST, Newark, NJ, ","Match","Exact","12 2ND ST, NEWARK, NJ, 07107","-74.19031,40.746365","63465713","L"
"4538974.0","203 CLIFTON AVE, Newark, NJ, ","Match","Exact","203 CLIFTON AVE, NEWARK, NJ, 07104","-74.17682,40.756905","63494793","R"
"4279693.0","140 E KINNEY ST, Newark, NJ, ","Tie"
"4819157.0","110- S 8TH ST, Newark, NJ, ","Tie"
"4818795.0","1064 HUNTERDON ST, Newark, NJ, ","Match","Exact","1064 HUNTERDON ST, NEWARK, NJ, 07112","-74.20772,40.707207","63466281","L"
"4535294.0","22-24 SILVER ST, Newark, NJ, ","Match","Exact","22 SILVER ST, NEWARK, NJ, 07106","-74.23116,40.742844","63463902","L"
"4276931.0","318 S 19TH ST, Newark, NJ, ","Match","Non_Exact","318 S 19TH ST, NEWARK, NJ, 07103","-74.2069,40.746067","63465402","L"
"4806432.0","104- KOMORN ST, Newark, NJ, ","No_Match"
"4805425.0","825 MT PROSPECT AVE, Newark, NJ, ","Match","Exact","825 MT PROSPECT AVE, NEWARK, NJ, 07104","-74.16321,40.780514","63454580","R"
"4534287.0","520 3RD ST, Newark, NJ, ","Match","Exact","520 3RD ST, NEWARK, NJ, 07107","-74.18081,40.764874","63454870","L"
"4812460.0","241 HANSBURY AVE, Newark, NJ, ","Match","Exact","241 HANSBURY AVE, NEWARK, NJ, 07112","-74.2193,40.707363","63465205","R"
"4275136.0","38-40 SMITH ST, Newark, NJ, ","Match","Exact","38 SMITH ST, NEWARK, NJ, 07106","-74.22887,40.750256","63472135","L"
