"4596843.0","70 SUMMIT AVE., Newark, NJ, ","Match","Exact","70 SUMMIT AVE, NEWARK, NJ, 07112","-74.22267,40.708454","63485392","L"
"4340639.0","253 ALDINE ST., Newark, NJ, ","Match","Exact","253 ALDINE ST, NEWARK, NJ, 07112","-74.22007,40.707794","63485426","R"
"5189245.0","6 MILLER ST., Newark, NJ, ","Match","Exact","6 MILLER ST, NEWARK, NJ, 07114","-74.18797,40.721428","63467730","L"
"4337752.0","643 MARKET ST., Newark, NJ, ","Match","Exact","643 MARKET ST, NEWARK, NJ, 07105","-74.1497,40.730656","63468538","L"
"5182944.0","148-150 SCHEERER AVE., Newark, NJ, ","Match","Exact","148 SCHEERER AVE, NEWARK, NJ, 07112","-74.207275,40.711075","63466175","L"
"4349862.0","793 S 15TH ST, Newark, NJ, ","Match","Exact","793 S 15TH ST, NEWARK, NJ, 07108","-74.21076,40.72673","63465944","R"
"4341646.0","262-264 HIGHLAND AVE., Newark, NJ, ","Match","Exact","262 HIGHLAND AVE, NEWARK, NJ, 07104","-74.175575,40.765255","63494806","L"
"4594686.0","571-575 RIDGE ST., Newark, NJ, ","Match","Exact","571 RIDGE ST, NEWARK, NJ, 07104","-74.16943,40.773094","63455015","R"
"4603173.0","98 KOMORN ST., Newark, NJ, ","Match","Exact","98 KOMORN ST, NEWARK, NJ, 07105","-74.147545,40.72557","63469017","L"
"5182036.0","82-84 WINTHROP ST., Newark, NJ, ","Match","Exact","82 WINTHROP ST, NEWARK, NJ, 07104","-74.1593,40.779877","63455782","L"
"5194146.0","438 N. 11TH ST., Newark, NJ, ","Match","Exact","438 N 11TH ST, NEWARK, NJ, 07107","-74.186356,40.770447","63494756","L"
"4597338.0","64 WILSON AVE., Newark, NJ, ","Match","Exact","64 WILSON AVE, NEWARK, NJ, 07105","-74.15394,40.726162","63468770","R"
"3839206.0","752 S. 20TH ST., Newark, NJ, ","Match","Exact","752 S 20TH ST, NEWARK, NJ, 07103","-74.21415,40.73061","638522116","L"
"3835414.0","101 PENNSYLVANIA AVE, Newark, NJ, ","Match","Exact","101 PENNSYLVANIA AVE, NEWARK, NJ, 07114","-74.181915,40.72201","63467767","L"
"3835151.0","X, Newark, NJ, ","No_Match"
"4599748.0","573 M.L. KING BLVD., Newark, NJ, ","Match","Exact","573 DR MARTIN LUTHER KING JR BLVD, NEWARK, NJ, 07102","-74.18081,40.733562","63467225","R"
"4595440.0","254 RIDGE ST., Newark, NJ, ","Match","Exact","254 RIDGE ST, NEWARK, NJ, 07104","-74.175385,40.76162","63494810","L"
"5182169.0","66 MONTICELLO AVE., Newark, NJ, ","Match","Exact","66 MONTICELLO AVE, NEWARK, NJ, 07106","-74.23495,40.747566","63463847","R"
"5194026.0","48 TELFORD ST., Newark, NJ, ","Match","Exact","48 TELFORD ST, NEWARK, NJ, 07106","-74.229645,40.74785","63463877","R"
"5193914.0","63-65 BEVERLEY ST., Newark, NJ, ","Match","Non_Exact","63 BEVERLY ST, NEWARK, NJ, 07108","-74.21661,40.722233","647611421","R"
"4346312.0","75-79 NAIRN PL., Newark, NJ, ","Match","Exact","75 NAIRN PL, NEWARK, NJ, 07108","-74.20844,40.720833","63466017","R"
"3836554.0","478 FOURTH ST, Newark, NJ, ","Match","Exact","478 4TH ST, NEWARK, NJ, 07107","-74.18204,40.76445","63494786","L"
"4597218.0","34 HINSDALE PLACE, Newark, NJ, ","Match","Exact","34 HINSDALE PL, NEWARK, NJ, 07104","-74.16297,40.766293","63455861","R"
"4350971.0","77 GARSIDE ST., Newark, NJ, ","Match","Exact","77 GARSIDE ST, NEWARK, NJ, 07104","-74.17628,40.75405","63455102","R"
"4602941.0","65-67 KENMORE AVE., Newark, NJ, ","Match","Exact","65 KENMORE AVE, NEWARK, NJ, 07106","-74.23437,40.74939","618560373","R"
"4345162.0","316 BROADWAY, Newark, NJ, ","Match","Exact","316 BROADWAY, NEWARK, NJ, 07104","-74.16802,40.761696","63455155","L"
"4604443.0","40-52 MARKET ST, Newark, NJ, ","Match","Exact","40 MARKET ST, NEWARK, NJ, 07102","-74.17652,40.736786","63467207","R"
"4602429.0","31 BARBARA ST., Newark, NJ, ","Match","Exact","31 BARBARA ST, NEWARK, NJ, 07105","-74.14953,40.72357","63469013","L"
"4348602.0","215 KERRIGAN BLVD., Newark, NJ, ","Match","Exact","215 KERRIGAN BLVD, NEWARK, NJ, 07106","-74.242325,40.732376","63463525","L"
"3842858.0","388 N. SEVENTH ST., Newark, NJ, ","Match","Exact","388 N 7TH ST, NEWARK, NJ, 07107","-74.18581,40.76309","63494775","L"
"4337107.0","84 ALYEA ST., Newark, NJ, ","Match","Exact","84 ALYEA ST, NEWARK, NJ, 07105","-74.15248,40.72589","63468794","R"
"3843732.0","16 SOUTH ST., Newark, NJ, ","Match","Exact","16 SOUTH ST, NEWARK, NJ, 07102","-74.17931,40.72478","63467810","L"
"4351466.0","25 WHITE TERR., Newark, NJ, ","Match","Exact","25 WHITE TER, NEWARK, NJ, 07108","-74.21132,40.720303","646919675","R"
"4336745.0","193-195 EASTERN PKWY., Newark, NJ, ","Match","Exact","193 EASTERN PKWY, NEWARK, NJ, 07106","-74.241425,40.736286","63484878","R"
