,id,lat,lng
0,5696846.0,40.7465129,-74.2069039
1,5696847.0,40.7805281,-74.1698911
2,5696838.0,40.7622226,-74.1690667
3,5696839.0,40.7328939,-74.1454203
4,5696840.0,40.7300121,-74.1363342
5,5696729.0,40.7413184,-74.2048403
6,5696835.0,40.7481795,-74.2055457
7,5696834.0,40.7660624,-74.1902846
8,5696844.0,40.7561293,-74.18806649999999
9,5696843.0,40.7416711,-74.2076376
10,5696842.0,40.7255253,-74.2144443
11,5696830.0,40.776037,-74.1782714
12,5696727.0,40.7420158,-74.2007129
13,5696723.0,40.763524,-74.1674096
14,5696721.0,40.750464,-74.19594339999999
15,5696717.0,40.7297281,-74.1484419
16,5696710.0,40.75742779999999,-74.18636169999999
17,5696619.0,40.7276696,-74.2124986
18,5696616.0,40.7533781,-74.19641349999999
19,5696612.0,40.7194176,-74.2086674
20,5696611.0,40.7194176,-74.2086674
21,5696617.0,40.7244164,-74.2158421
22,5696572.0,40.72889,-74.20968979999999
23,5696574.0,40.7317161,-74.2085548
24,5696568.0,40.7388221,-74.1975262
25,5696565.0,40.7411839,-74.200597
26,5696571.0,40.7745159,-74.1834343
27,5696564.0,40.7724976,-74.1806709
28,5696451.0,40.7457095,-74.2073052
29,5696400.0,40.742297,-74.219239
30,5696507.0,40.75710400000001,-74.1876964
31,5696501.0,40.7262018,-74.2116731
32,5696542.0,40.7317802,-74.2090134
33,5696503.0,40.7623213,-74.1918158
34,5696505.0,40.7245981,-74.2118107
35,5696496.0,40.7317841,-74.2134596
36,5696472.0,40.7253861,-74.20805039999999
37,5696228.0,40.7687268,-74.1663937
38,5696470.0,40.7456067,-74.2082755
39,5696471.0,40.7436796,-74.2079128
40,5696469.0,40.72660399999999,-74.2095349
41,5696493.0,40.7321911,-74.2109119
42,5696210.0,40.7432241,-74.176166
43,5696214.0,40.7262817,-74.2072708
44,5696212.0,40.76318819999999,-74.1881152
45,5696223.0,40.7310883,-74.15525989999999
46,5696159.0,40.7503076,-74.196551
47,5696197.0,40.7561055,-74.1871378
48,5696201.0,40.7331851,-74.204633
49,5696195.0,40.7293787,-74.2106046
50,5696194.0,40.7594935,-74.1943038
51,5696192.0,40.742183,-74.19389799999999
52,5696033.0,40.720341,-74.186489
53,5696036.0,40.718778,-74.2053178
54,5695981.0,40.77887550000001,-74.16167899999999
55,5695978.0,40.7783793,-74.1710609
56,5695854.0,40.7407133,-74.2046568
57,5695822.0,40.7714831,-74.18551719999999
58,5695976.0,40.7650888,-74.19089860000001
59,5695852.0,40.7364012,-74.1998888
60,5695819.0,40.7487318,-74.1973651
61,5695858.0,40.7491996,-74.184707
62,5695972.0,40.74453099999999,-74.207959
63,5695639.0,40.7254625,-74.14896399999999
64,5695966.0,40.7414465,-74.2063077
65,5695634.0,40.7379968,-74.2003575
66,5695638.0,40.7423463,-74.1958975
67,5695657.0,40.7589692,-74.1882844
68,5695626.0,40.76068799999999,-74.1867709
69,5695627.0,40.742183,-74.19389799999999
70,5695704.0,40.7403051,-74.197019
71,5695705.0,40.7734688,-74.1829183
72,5695695.0,40.74518399999999,-74.1949676
73,5695264.0,40.762109,-74.1914031
74,5695267.0,40.776037,-74.1782714
75,5695195.0,40.7476818,-74.1967915
76,5695196.0,40.7265589,-74.21442400000001
