"6508083.0","13-15 NORTH END TERR., Newark, NJ, ","Unknown"
"5752416.0","68 GOODWIN AVE., Newark, NJ, ","Unknown"
"5739317.0","42-44 WEST END AVE., Newark, NJ, ","Unknown"
"5740306.0","21-23 NORWOOD PL., Newark, NJ, ","Unknown"
"6497186.0","150 FAIRMOUNT AVE., Newark, NJ, ","Unknown"
"5750006.0","130 MONTCLAIR AVE., Newark, NJ, ","Unknown"
"6092353.0","458 S. 14TH ST., Newark, NJ, ","Unknown"
"5751409.0","29-31 PECK AVE., Newark, NJ, ","Unknown"
"6091599.0","312 SMITH ST., Newark, NJ, ","Unknown"
"6496701.0","474 S. 10TH ST., Newark, NJ, ","Unknown"
"5746365.0","154 OAKLAND TERR., Newark, NJ, ","Unknown"
"6100086.0","772 S 16TH ST, Newark, NJ, ","Unknown"
"6507851.0","44-46 WEBSTER ST., Newark, NJ, ","Unknown"
"6095913.0","109 GRAFTON AVE., Newark, NJ, ","Unknown"
"6098422.0","232 SIXTH AVE., W., Newark, NJ, ","Unknown"
"6100229.0","96 ROSE TERR, Newark, NJ, ","Unknown"
"5753676.0","29 HALSTEAD ST., Newark, NJ, ","Unknown"
"5750914.0","127 HIGHLAND AVE., Newark, NJ, ","Unknown"
"5747372.0","44 MYRTLE AVE., Newark, NJ, ","Unknown"
"5751266.0","29-31 UNDERWOOD ST., Newark, NJ, ","Unknown"
"5737672.0","35 TAYLOR ST., Newark, NJ, ","Unknown"
"6100349.0","20-22 YATES AVE., Newark, NJ, ","Unknown"
"5746628.0","216 ASTOR ST., Newark, NJ, ","Unknown"
"5746232.0","124-126 WEST END AVE., Newark, NJ, ","Unknown"
"6507731.0","36-38 HALSTED ST., Newark, NJ, ","Unknown"
"6088602.0","601 SUMMER AVE., Newark, NJ, ","Unknown"
"6100741.0","433-435 LAKE ST., Newark, NJ, ","Unknown"
"6496046.0","114-116 N. NINTH ST., Newark, NJ, ","Unknown"
"5751399.0","220 ELM ST., Newark, NJ, ","Unknown"
"6497841.0","626 THIRD ST., Newark, NJ, ","Unknown"
"6094906.0","506 S. 13TH ST, Newark, NJ, ","Unknown"
"5746508.0","291 CLIFTON AVE., Newark, NJ, ","Unknown"
"5745095.0","7-9 FINLAY PL., Newark, NJ, ","Unknown"
"6092486.0","179 LINCOLN AVE., Newark, NJ, ","Unknown"
"5753543.0","791 RIDGE ST., Newark, NJ, ","Unknown"
"6095005.0","237 SHEPARD AVE, Newark, NJ, ","Unknown"
"6091609.0","277-279 SCHLEY ST., Newark, NJ, ","Unknown"
"6102110.0","53-55 SCHEERER AVE., Newark, NJ, ","Unknown"
"5747515.0","90 TUXEDO PKWY., Newark, NJ, ","Unknown"
"5750891.0","243 E. KINNEY ST., Newark, NJ, ","Unknown"
"6505704.0","15 GRANT AVE., Newark, NJ, ","Unknown"
"6505574.0","549-551 13TH AVE., Newark, NJ, ","Unknown"
"6499080.0","466 S. 15TH ST., Newark, NJ, ","Unknown"
"6090196.0","68-70 LEHIGH AVE., Newark, NJ, ","Unknown"
"5745870.0","599 FIFTH ST., Newark, NJ, ","Unknown"
"5751801.0","129 JEFFERSON ST., Newark, NJ, ","Unknown"
"5740283.0","170-172 NORWOOD ST., Newark, NJ, ","Unknown"
"6505561.0","381 SUMMER AVE., Newark, NJ, ","Unknown"
"6100109.0","154 MIDLAND PL., Newark, NJ, ","Unknown"
"5742440.0","741-743 N. 7TH ST., Newark, NJ, ","Unknown"
"6510102.0","158 ISABELLA AVE., Newark, NJ, ","Unknown"
"6102123.0","480-482 FABYAN PL., Newark, NJ, ","Unknown"
"6496059.0","140 WAKEMAN AVE., Newark, NJ, ","Unknown"
"5751386.0","139 NO. 12TH ST., Newark, NJ, ","Unknown"
"6089337.0","892 SO. 20TH ST., Newark, NJ, ","Unknown"
"6090731.0","20-22 FLEETWOOD PL., Newark, NJ, ","Unknown"
"5753556.0","5-CLOVER ST, Newark, NJ, ","Unknown"
"6505717.0","202-16TH AVE., Newark, NJ, ","Unknown"
"5743603.0","114 NO. 13TH ST., Newark, NJ, ","Unknown"
"6507459.0","140 E. KINNEY ST., Newark, NJ, ","Unknown"
"6090183.0","19-21 EMERSON PL., Newark, NJ, ","Unknown"
"5746498.0","244.A SUMMER AVE, Newark, NJ, ","Unknown"
"5747502.0","115 ORATON ST., Newark, NJ, ","Unknown"
"6507984.0","407 N. 13TH ST., Newark, NJ, ","Unknown"
"6100994.0","137-139 SHEPHARD AVE., Newark, NJ, ","Unknown"
"7042559.0","49 HALSTED ST., Newark, NJ, ","Unknown"
"5752429.0","138-140 BROOKDALE AVE., Newark, NJ, ","Unknown"
"6095783.0","97-99 SCOFIELD ST., Newark, NJ, ","Unknown"
"6090206.0","226 FAIRMOUNT AVE., Newark, NJ, ","Unknown"
"5739304.0","716 HIGHLAND AVE., Newark, NJ, ","Unknown"
"6093876.0","582 HUNTERDON ST., Newark, NJ, ","Unknown"
"5754310.0","158 N. 10TH ST., Newark, NJ, ","Unknown"
