"9563082.0","514-516 SOUTH SEVENTEENTH, Newark, NJ, ","Match","Non_Exact","514 S 17TH ST, NEWARK, NJ, 07103","-74.2082,40.738503","63485463","L"
"1105078.0","1-9 POMONA AVE., Newark, NJ, ","Match","Exact","1 POMONA AVE, NEWARK, NJ, 07112","-74.207405,40.704674","63466209","R"
"9113893.0","54-56 SCHLEY ST., Newark, NJ, ","Match","Exact","54 SCHLEY ST, NEWARK, NJ, 07112","-74.217804,40.718773","63465070","L"
"9111230.0","68 SOUTH TENTH STREET, Newark, NJ, ","Match","Exact","68 S 10TH ST, NEWARK, NJ, 07107","-74.19597,40.749905","63472158","L"
"9111483.0","105 ROSE TERR, Newark, NJ, ","Match","Exact","105 ROSE TER, NEWARK, NJ, 07108","-74.204445,40.727253","63466039","R"
"9557437.0","51-53 WEST END AVE., Newark, NJ, ","Match","Exact","51 W END AVE, NEWARK, NJ, 07106","-74.22274,40.743458","63464207","R"
"9118702.0","226 FIFTH ST., Newark, NJ, ","Match","Non_Exact","226 N 5TH ST, NEWARK, NJ, 07107","-74.1876,40.755634","63494782","L"
"1653458.0","321 SOUTH NINETEENTH ST, Newark, NJ, ","Match","Exact","321 S 19TH ST, NEWARK, NJ, 07103","-74.20697,40.745956","63465402","R"
"1106085.0","24-26 LONGFELLOW AVE., Newark, NJ, ","Match","Exact","24 LONGFELLOW AVE, NEWARK, NJ, 07106","-74.23636,40.74612","63463806","R"
"1653062.0","60 SOUTH THIRTEENTH ST, Newark, NJ, ","Match","Exact","60 S 13TH ST, NEWARK, NJ, 07107","-74.19759,40.752663","63456152","L"
"9553778.0","9 BALDWIN AVE., Newark, NJ, ","Match","Exact","9 BALDWIN AVE, NEWARK, NJ, 07108","-74.20385,40.725822","63466054","R"
"1103839.0","11-13 YATES AVE., Newark, NJ, ","Match","Exact","11 YATES AVE, NEWARK, NJ, 07112","-74.20513,40.715885","63466214","L"
"9111879.0","20 SMITH ST., Newark, NJ, ","Match","Exact","20 SMITH ST, NEWARK, NJ, 07106","-74.22862,40.75068","63472135","L"
"9562218.0","134-136 OAKLAND TERR., Newark, NJ, ","Match","Exact","134 OAKLAND TER, NEWARK, NJ, 07106","-74.23717,40.741383","63463938","L"
"9115142.0","560 FOURTH ST., Newark, NJ, ","Match","Exact","560 4TH ST, NEWARK, NJ, 07107","-74.18096,40.766487","646896363","L"
"9564628.0","117 POLK ST., Newark, NJ, ","Match","Exact","117 POLK ST, NEWARK, NJ, 07105","-74.15571,40.7289","63468505","R"
"9558444.0","33-35 FREEMAN ST, Newark, NJ, ","Tie"
"9556167.0","127 HIGHLAND AVE., Newark, NJ, ","Match","Exact","127 HIGHLAND AVE, NEWARK, NJ, 07104","-74.17798,40.76059","63494790","R"
"9565502.0","20 GOODWIN AVE., Newark, NJ, ","Match","Exact","20 GOODWIN AVE, NEWARK, NJ, 07112","-74.20969,40.717262","650754130","L"
"9114268.0","192 WALNUT ST., Newark, NJ, ","Match","Exact","192 WALNUT ST, NEWARK, NJ, 07105","-74.16607,40.72787","63468274","R"
"1102293.0","455 SOUTH EIGHTEENTH ST, Newark, NJ, ","Match","Exact","455 S 18TH ST, NEWARK, NJ, 07103","-74.20816,40.741116","63465388","R"
"1103443.0","247 SOUTH EIGHTEENTH ST, Newark, NJ, ","Match","Exact","247 S 18TH ST, NEWARK, NJ, 07103","-74.20503,40.747776","63496006","R"
"9563990.0","13-15 PORTER PL., Newark, NJ, ","Match","Exact","13 PORTER PL, NEWARK, NJ, 07112","-74.20659,40.70731","63466283","R"
"1112911.0","339-341 WOODSIDE AVE., Newark, NJ, ","Match","Exact","339 WOODSIDE AVE, NEWARK, NJ, 07104","-74.16317,40.777935","63481061","R"
"9565635.0","391 SOUTH EIGHTEENTH ST, Newark, NJ, ","Match","Exact","391 S 18TH ST, NEWARK, NJ, 07103","-74.20724,40.743332","63465405","R"
"1655868.0","340-342 THIRTEENTH AVE., Newark, NJ, ","Match","Exact","340 13TH AVE, NEWARK, NJ, 07103","-74.19679,40.741863","63465759","L"
"1111761.0","209 NORTH THIRTEENTH ST, Newark, NJ, ","Match","Exact","209 N 13TH ST, NEWARK, NJ, 07107","-74.192665,40.76211","63452139","R"
"9563478.0","165 SCHEERER AVE., Newark, NJ, ","Match","Exact","165 SCHEERER AVE, NEWARK, NJ, 07112","-74.20755,40.711212","63466175","R"
"1656742.0","17-19 MONTICELLO AVE., Newark, NJ, ","Match","Exact","17 MONTICELLO AVE, NEWARK, NJ, 07106","-74.23541,40.74625","63463847","L"
"1105733.0","70 SCHUYLER AVE., Newark, NJ, ","Match","Exact","70 SCHUYLER AVE, NEWARK, NJ, 07105","-74.21034,40.715057","63466151","L"
"1653578.0","145 SOUTH ST., Newark, NJ, ","Match","Exact","145 SOUTH ST, NEWARK, NJ, 07114","-74.17257,40.72244","63467948","R"
"9116412.0","128-132 LESLIE ST., Newark, NJ, ","Tie"
"9562195.0","807 SOUTH THIRTEENTH ST, Newark, NJ, ","Match","Exact","807 S 13TH ST, NEWARK, NJ, 07108","-74.20915,40.725822","63465956","R"
"1103706.0","491 SOUTH NINETEENTH ST., Newark, NJ, ","Match","Exact","491 S 19TH ST, NEWARK, NJ, 07103","-74.20959,40.73998","63465442","R"
"9557174.0","33 KOMORN ST., Newark, NJ, ","Match","Exact","33 KOMORN ST, NEWARK, NJ, 07105","-74.14996,40.72419","63469011","R"
"9553405.0","695 CLIFTON AVE., Newark, NJ, ","Match","Exact","695 CLIFTON AVE, NEWARK, NJ, 07104","-74.16767,40.774475","63454993","R"
